Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Product,Customer
Test Jira issue summary 4671,PROJ-4672,4672,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_292,2604,Reporter_212,3088,Creator_191,4007,2024-12-06,2025-06-22,2024-03-16,2023-03-04,FNB,November01
Test Jira issue summary 7659,PROJ-4673,4673,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_196,2774,Reporter_284,3790,Creator_56,4805,2023-11-02,2023-09-11,2024-05-22,2023-10-11,FNB,Quebec01
Test Jira issue summary 1004,PROJ-4674,4674,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_32,2944,Reporter_284,3689,Creator_171,4105,2025-07-06,2024-05-17,2024-04-02,2024-12-01,FNA,November03
Test Jira issue summary 7505,PROJ-4675,4675,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_73,2295,Reporter_180,3329,Creator_82,4291,2023-03-21,2024-09-29,2025-01-01,2024-09-12,FNC,Juliet03
Test Jira issue summary 2467,PROJ-4676,4676,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_194,2556,Reporter_272,3470,Creator_290,4980,2024-10-12,2025-04-22,2024-04-19,2024-09-03,FNA,Papa04
Test Jira issue summary 1940,PROJ-4677,4677,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_50,2949,Reporter_85,3672,Creator_194,4567,2024-12-08,2024-12-29,2025-03-26,2024-11-06,FNA,Uniform03
Test Jira issue summary 1636,PROJ-4678,4678,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_57,2216,Reporter_261,3042,Creator_69,4556,2023-10-10,2024-01-12,2024-11-24,2024-07-31,FNC,Echo03
Test Jira issue summary 9891,PROJ-4679,4679,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_117,2700,Reporter_210,3466,Creator_20,4817,2024-11-13,2025-06-29,2024-11-14,2025-02-09,FNA,Alpha04
Test Jira issue summary 8096,PROJ-4680,4680,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_192,2387,Reporter_62,3054,Creator_142,4531,2024-03-09,2023-03-27,2024-09-14,2024-04-02,FNB,Bravo03
Test Jira issue summary 6266,PROJ-4681,4681,Task,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_217,2106,Reporter_5,3050,Creator_204,4958,2024-10-07,2023-11-05,2024-05-26,2025-03-21,FNA,Hotel01
Test Jira issue summary 1896,PROJ-4682,4682,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_111,2801,Reporter_107,3353,Creator_297,4182,2024-09-06,2024-08-31,2023-03-22,2024-04-05,FNA,Sierra03
Test Jira issue summary 6525,PROJ-4683,4683,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_89,2472,Reporter_11,3676,Creator_187,4929,2024-09-09,2023-07-10,2025-04-29,2025-05-26,FNB,Xray01
Test Jira issue summary 1074,PROJ-4684,4684,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_157,2007,Reporter_215,3574,Creator_50,4613,2024-01-24,2023-06-17,2023-08-03,2023-07-22,FNB,Bravo04
Test Jira issue summary 5185,PROJ-4685,4685,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_69,2543,Reporter_219,3834,Creator_202,4874,2024-08-09,2024-03-07,2025-04-24,2023-09-01,FNA,Lima01
Test Jira issue summary 2403,PROJ-4686,4686,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Incomplete,Assignee_270,2913,Reporter_179,3940,Creator_158,4347,2024-01-30,2024-03-15,2024-10-16,2023-09-25,FNA,Sierra01
Test Jira issue summary 4896,PROJ-4687,4687,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_225,2167,Reporter_66,3248,Creator_165,4287,2024-08-18,2024-04-08,2025-05-03,2023-08-30,FNB,Bravo01
Test Jira issue summary 7332,PROJ-4688,4688,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_5,2330,Reporter_185,3326,Creator_126,4203,2023-08-05,2024-06-28,2023-03-12,2024-04-26,FNC,Xray03
Test Jira issue summary 9344,PROJ-4689,4689,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_243,2951,Reporter_17,3106,Creator_218,4712,2023-06-08,2024-01-26,2025-05-15,2024-12-12,FNB,Papa03
Test Jira issue summary 1957,PROJ-4690,4690,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_118,2036,Reporter_40,3176,Creator_262,4042,2024-10-28,2024-03-08,2025-02-10,2025-06-30,FNC,Sierra02
Test Jira issue summary 7024,PROJ-4691,4691,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_172,2230,Reporter_76,3128,Creator_109,4334,2024-05-10,2025-05-30,2023-07-22,2023-10-19,FNB,Kilo03
Test Jira issue summary 3908,PROJ-4692,4692,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_143,2182,Reporter_246,3949,Creator_82,4396,2023-11-29,2023-12-08,2025-04-17,2025-01-22,FNB,Victor04
Test Jira issue summary 808,PROJ-4693,4693,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_257,2291,Reporter_51,3766,Creator_100,4001,2024-10-05,2023-07-15,2023-07-27,2025-05-12,FNC,Echo01
Test Jira issue summary 8379,PROJ-4694,4694,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_78,2757,Reporter_129,3931,Creator_107,4956,2024-09-18,2023-09-18,2024-06-29,2024-08-11,FNC,Sierra03
Test Jira issue summary 4828,PROJ-4695,4695,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_57,2521,Reporter_260,3192,Creator_115,4211,2025-06-06,2025-01-03,2024-05-27,2023-09-08,FNC,India02
Test Jira issue summary 4525,PROJ-4696,4696,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_20,2069,Reporter_209,3424,Creator_288,4909,2023-02-03,2023-10-21,2025-07-03,2023-07-05,FNA,Victor04
Test Jira issue summary 9500,PROJ-4697,4697,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_14,2236,Reporter_211,3093,Creator_31,4681,2025-05-01,2023-12-06,2024-07-04,2025-03-03,FNC,Bravo04
Test Jira issue summary 2285,PROJ-4698,4698,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_206,2463,Reporter_132,3433,Creator_207,4142,2025-07-12,2023-08-23,2024-11-16,2023-05-26,FNB,Kilo04
Test Jira issue summary 5314,PROJ-4699,4699,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_237,2117,Reporter_84,3095,Creator_44,4092,2024-06-01,2023-08-29,2023-04-14,2024-07-13,FNB,Foxtrot04
Test Jira issue summary 758,PROJ-4700,4700,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_181,2728,Reporter_49,3688,Creator_27,4121,2023-01-27,2025-06-28,2024-04-21,2024-06-05,FNB,Alpha02
Test Jira issue summary 4888,PROJ-4701,4701,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_291,2190,Reporter_246,3978,Creator_129,4724,2023-05-19,2023-09-11,2025-04-01,2023-02-12,FNA,Bravo04
Test Jira issue summary 3855,PROJ-4702,4702,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_189,2929,Reporter_39,3558,Creator_150,4393,2023-01-28,2025-05-15,2024-06-26,2024-02-15,FNC,Hotel03
Test Jira issue summary 3559,PROJ-4703,4703,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_147,2862,Reporter_145,3638,Creator_280,4439,2025-04-04,2025-06-11,2023-01-29,2025-06-10,FNC,Kilo04
Test Jira issue summary 9773,PROJ-4704,4704,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_42,2505,Reporter_143,3777,Creator_124,4884,2024-05-30,2023-01-13,2024-05-14,2023-02-08,FNA,India03
Test Jira issue summary 962,PROJ-4705,4705,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_1,2503,Reporter_247,3299,Creator_289,4255,2023-09-03,2024-04-11,2024-12-17,2023-04-17,FNC,Oscar02
Test Jira issue summary 3848,PROJ-4706,4706,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_104,2750,Reporter_156,3751,Creator_260,4948,2024-08-10,2023-10-22,2024-10-29,2023-07-29,FNB,Alpha04
Test Jira issue summary 6727,PROJ-4707,4707,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_255,2839,Reporter_16,3811,Creator_64,4249,2023-06-28,2023-03-02,2023-02-04,2023-08-23,FNC,Sierra04
Test Jira issue summary 3576,PROJ-4708,4708,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_209,2400,Reporter_281,3736,Creator_207,4616,2024-11-19,2024-09-03,2023-11-23,2025-01-03,FNA,Tango04
Test Jira issue summary 9068,PROJ-4709,4709,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_218,2890,Reporter_39,3364,Creator_42,4825,2023-08-10,2023-01-15,2023-01-24,2023-10-16,FNA,Foxtrot02
Test Jira issue summary 2419,PROJ-4710,4710,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_78,2316,Reporter_145,3515,Creator_202,4229,2024-04-12,2025-02-19,2023-12-02,2024-10-02,FNC,Uniform01
Test Jira issue summary 4199,PROJ-4711,4711,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_51,2717,Reporter_46,3575,Creator_60,4468,2024-01-04,2023-10-01,2023-05-26,2023-10-22,FNA,Whiskey01
Test Jira issue summary 1002,PROJ-4712,4712,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_288,2221,Reporter_20,3403,Creator_65,4866,2025-05-10,2024-07-02,2024-05-27,2023-08-11,FNC,Oscar02
Test Jira issue summary 5245,PROJ-4713,4713,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_100,2657,Reporter_133,3821,Creator_22,4491,2023-02-09,2024-01-31,2024-01-26,2025-03-19,FNC,Delta03
Test Jira issue summary 7120,PROJ-4714,4714,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_212,2188,Reporter_268,3235,Creator_278,4464,2023-08-07,2025-04-13,2023-10-21,2025-04-17,FNB,Echo04
Test Jira issue summary 4067,PROJ-4715,4715,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_237,2749,Reporter_81,3882,Creator_24,4373,2023-07-09,2023-07-29,2023-05-13,2023-07-10,FNC,Hotel03
Test Jira issue summary 2846,PROJ-4716,4716,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_295,2291,Reporter_158,3764,Creator_30,4761,2025-05-31,2025-06-29,2025-06-16,2025-03-12,FNC,Romeo01
Test Jira issue summary 9674,PROJ-4717,4717,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_157,2980,Reporter_224,3974,Creator_40,4107,2025-07-01,2023-12-04,2024-03-20,2025-02-24,FNB,Xray02
Test Jira issue summary 8850,PROJ-4718,4718,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_298,2948,Reporter_2,3680,Creator_81,4061,2024-03-28,2024-07-28,2023-10-18,2024-02-23,FNB,November02
Test Jira issue summary 5317,PROJ-4719,4719,Story,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_14,2222,Reporter_125,3541,Creator_138,4056,2024-10-31,2025-01-16,2023-05-06,2023-09-12,FNC,Oscar03
Test Jira issue summary 423,PROJ-4720,4720,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_116,2757,Reporter_241,3070,Creator_289,4762,2024-10-28,2023-12-01,2025-01-25,2025-06-15,FNB,Whiskey03
Test Jira issue summary 6716,PROJ-4721,4721,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_139,2758,Reporter_117,3741,Creator_72,4958,2024-06-04,2025-04-09,2025-06-11,2024-12-10,FNA,Lima02
Test Jira issue summary 4267,PROJ-4722,4722,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_75,2416,Reporter_264,3936,Creator_261,4131,2025-07-22,2024-04-23,2025-01-29,2025-03-19,FNC,Delta02
Test Jira issue summary 7550,PROJ-4723,4723,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_24,2406,Reporter_37,3977,Creator_243,4077,2024-02-01,2023-02-20,2023-01-18,2024-09-18,FNA,Uniform01
Test Jira issue summary 6317,PROJ-4724,4724,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_177,2959,Reporter_216,3349,Creator_155,4871,2024-07-16,2023-04-05,2024-04-20,2025-06-12,FNC,Xray02
Test Jira issue summary 2711,PROJ-4725,4725,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_55,2037,Reporter_49,3647,Creator_223,4863,2023-06-05,2023-09-20,2023-01-01,2024-11-01,FNB,Alpha04
Test Jira issue summary 8645,PROJ-4726,4726,Epic,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Unresolved,Assignee_213,2452,Reporter_217,3084,Creator_20,4977,2025-04-04,2024-01-11,2023-02-21,2024-02-12,FNB,Quebec04
Test Jira issue summary 8070,PROJ-4727,4727,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_163,2206,Reporter_59,3497,Creator_119,4890,2024-02-29,2024-06-05,2023-11-04,2025-07-01,FNB,Quebec03
Test Jira issue summary 1658,PROJ-4728,4728,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_300,2925,Reporter_60,3364,Creator_120,4417,2024-10-22,2023-03-30,2024-10-19,2023-08-18,FNC,Bravo03
Test Jira issue summary 2542,PROJ-4729,4729,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_164,2399,Reporter_78,3326,Creator_299,4799,2024-11-05,2023-11-09,2023-01-14,2023-06-01,FNA,Juliet03
Test Jira issue summary 6764,PROJ-4730,4730,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_89,2949,Reporter_119,3491,Creator_67,4845,2024-02-03,2023-01-16,2025-05-24,2024-04-26,FNC,Yankee03
Test Jira issue summary 3076,PROJ-4731,4731,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_15,2186,Reporter_127,3708,Creator_186,4995,2024-11-20,2024-03-26,2024-02-22,2024-09-19,FNA,Tango01
Test Jira issue summary 3165,PROJ-4732,4732,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_122,2359,Reporter_207,3159,Creator_232,4161,2024-07-01,2025-02-15,2025-07-30,2023-04-19,FNB,India04
Test Jira issue summary 2054,PROJ-4733,4733,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_178,2988,Reporter_160,3207,Creator_64,4965,2023-06-30,2025-05-31,2024-05-22,2025-06-10,FNA,Mike03
Test Jira issue summary 8480,PROJ-4734,4734,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Duplicate,Assignee_269,2603,Reporter_85,3551,Creator_232,4807,2024-01-10,2024-05-12,2025-02-21,2024-06-30,FNC,India04
Test Jira issue summary 5738,PROJ-4735,4735,Task,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Won't Fix,Assignee_105,2005,Reporter_4,3189,Creator_27,4546,2023-09-30,2024-05-28,2025-06-24,2023-07-11,FNC,Whiskey04
Test Jira issue summary 3218,PROJ-4736,4736,Bug,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Fixed,Assignee_159,2132,Reporter_157,3729,Creator_186,4526,2025-03-01,2023-11-22,2023-04-26,2024-03-25,FNB,Hotel04
Test Jira issue summary 1448,PROJ-4737,4737,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Incomplete,Assignee_5,2997,Reporter_177,3666,Creator_152,4818,2025-03-31,2025-05-08,2024-11-23,2023-10-26,FNC,Tango02
Test Jira issue summary 6010,PROJ-4738,4738,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_141,2472,Reporter_279,3501,Creator_23,4019,2025-05-31,2023-01-31,2024-10-28,2023-01-22,FNA,India04
Test Jira issue summary 608,PROJ-4739,4739,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_169,2603,Reporter_252,3934,Creator_8,4475,2025-03-21,2023-01-25,2023-12-17,2023-03-09,FNA,India03
Test Jira issue summary 4553,PROJ-4740,4740,Task,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_17,2512,Reporter_80,3122,Creator_214,4804,2024-01-12,2023-11-30,2025-02-17,2024-06-08,FNB,Lima03
Test Jira issue summary 1765,PROJ-4741,4741,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_32,2781,Reporter_44,3731,Creator_144,4037,2024-04-30,2024-10-12,2023-08-17,2023-06-21,FNB,Oscar04
Test Jira issue summary 9418,PROJ-4742,4742,Story,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Unresolved,Assignee_5,2082,Reporter_218,3800,Creator_186,4660,2024-08-25,2024-03-15,2025-04-14,2025-01-27,FNA,Romeo01
Test Jira issue summary 9428,PROJ-4743,4743,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_137,2798,Reporter_199,3833,Creator_255,4215,2024-09-12,2025-03-17,2023-03-17,2024-02-13,FNA,Bravo02
Test Jira issue summary 9222,PROJ-4744,4744,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Fixed,Assignee_107,2690,Reporter_180,3104,Creator_154,4009,2025-04-13,2023-03-09,2023-06-09,2024-02-03,FNC,Charlie04
Test Jira issue summary 2672,PROJ-4745,4745,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_162,2376,Reporter_208,3590,Creator_112,4099,2024-08-13,2023-06-24,2023-11-24,2023-07-15,FNA,Juliet03
Test Jira issue summary 6520,PROJ-4746,4746,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Unresolved,Assignee_257,2334,Reporter_194,3998,Creator_281,4437,2024-07-03,2024-12-13,2024-06-04,2023-05-04,FNC,Papa02
Test Jira issue summary 3963,PROJ-4747,4747,Task,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_168,2658,Reporter_12,3198,Creator_24,4392,2025-07-27,2024-03-30,2024-07-16,2023-04-07,FNC,Mike01
Test Jira issue summary 3178,PROJ-4748,4748,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Incomplete,Assignee_288,2101,Reporter_205,3211,Creator_39,4725,2024-04-04,2024-04-30,2024-08-13,2024-01-26,FNC,Charlie04
Test Jira issue summary 3723,PROJ-4749,4749,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Fixed,Assignee_245,2287,Reporter_126,3524,Creator_175,4937,2023-04-10,2024-01-01,2025-02-08,2024-05-05,FNC,Romeo04
Test Jira issue summary 4907,PROJ-4750,4750,Bug,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_113,2824,Reporter_72,3863,Creator_189,4100,2024-11-12,2023-04-18,2024-02-01,2025-04-19,FNB,Uniform02
Test Jira issue summary 7264,PROJ-4751,4751,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Duplicate,Assignee_178,2030,Reporter_220,3284,Creator_101,4911,2024-12-22,2024-03-31,2023-05-14,2023-09-06,FNC,Echo02
Test Jira issue summary 5055,PROJ-4752,4752,Story,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_190,2313,Reporter_72,3323,Creator_226,4362,2023-08-13,2025-06-18,2023-02-04,2024-11-09,FNC,Sierra02
Test Jira issue summary 9668,PROJ-4753,4753,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_11,2996,Reporter_121,3466,Creator_157,4279,2025-02-05,2024-07-02,2025-03-07,2023-08-12,FNC,Romeo02
Test Jira issue summary 809,PROJ-4754,4754,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Won't Fix,Assignee_23,2153,Reporter_274,3137,Creator_276,4003,2025-01-30,2024-02-08,2023-08-14,2023-05-17,FNC,Bravo01
Test Jira issue summary 9171,PROJ-4755,4755,Story,Reopened,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_119,2559,Reporter_300,3355,Creator_261,4939,2023-01-09,2025-06-05,2024-10-19,2023-11-04,FNA,Victor03
Test Jira issue summary 726,PROJ-4756,4756,Bug,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Duplicate,Assignee_282,2890,Reporter_43,3075,Creator_236,4629,2023-01-19,2024-07-22,2025-07-17,2023-05-24,FNA,Whiskey01
Test Jira issue summary 7702,PROJ-4757,4757,Epic,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_69,2552,Reporter_208,3697,Creator_190,4150,2024-10-05,2023-06-04,2024-06-10,2024-12-27,FNA,Bravo03
Test Jira issue summary 1217,PROJ-4758,4758,Task,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,High,Won't Fix,Assignee_134,2152,Reporter_214,3725,Creator_178,4041,2024-06-01,2024-05-05,2023-09-05,2023-03-08,FNC,Kilo03
Test Jira issue summary 4052,PROJ-4759,4759,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Medium,Won't Fix,Assignee_253,2942,Reporter_77,3895,Creator_276,4981,2024-03-20,2024-02-26,2023-03-27,2024-02-24,FNB,Lima01
Test Jira issue summary 2198,PROJ-4760,4760,Story,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_51,2693,Reporter_150,3410,Creator_139,4375,2023-10-05,2024-02-12,2025-07-25,2023-03-31,FNB,Romeo01
Test Jira issue summary 2807,PROJ-4761,4761,Epic,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Duplicate,Assignee_43,2231,Reporter_252,3354,Creator_125,4961,2025-02-02,2024-03-22,2024-04-14,2023-07-17,FNC,Hotel03
Test Jira issue summary 8971,PROJ-4762,4762,Epic,Resolved,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_141,2120,Reporter_60,3697,Creator_148,4859,2023-01-02,2024-03-09,2023-09-17,2023-09-28,FNB,Echo03
Test Jira issue summary 973,PROJ-4763,4763,Bug,In Progress,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Low,Unresolved,Assignee_25,2184,Reporter_213,3871,Creator_262,4628,2023-12-31,2025-03-09,2023-10-12,2024-09-14,FNA,Yankee04
Test Jira issue summary 5635,PROJ-4764,4764,Epic,Open,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Incomplete,Assignee_270,2455,Reporter_63,3720,Creator_173,4018,2023-06-07,2025-05-28,2023-11-25,2024-04-05,FNA,Kilo04
Test Jira issue summary 7484,PROJ-4765,4765,Bug,Closed,PROJ,Revix Project,Software,Project Leader,1001,Revix software development project,http://revix.project.url,Critical,Fixed,Assignee_104,2828,Reporter_280,3069,Creator_282,4915,2024-04-05,2023-05-20,2025-07-05,2025-06-29,FNB,India03
